ID,Source,Page,X1,Y1,X2,Y2,Width,Height,TextLength,Text
W-191,web,1,838,42460,1398,42883,560,423,89,"住所:熊本県菊池郡大津町大津2184-1
電話:096-293-2064
初穂料御朱印500円
御朱印対応時間:9:00~15:00
※不在の場合あり、要問い合わせ
ホームページ"
W-192,web,1,2086,42601,2233,42928,147,327,9,"日吉神社
今和七年"
W-193,web,1,2012,42985,2361,43043,349,58,19,"御朱印
直書きと書置き両方(500円)"
W-194,web,1,838,43264,1827,43574,989,310,104,"62阿蘇神社
紀元前282年御創立と伝えられ、約2300年の歴史を有しており、全国に約500社ある「阿蘇神社」の総本社。震災から復旧した国重要文化財に指定されている楼門は「日本三大楼門」の一つ。
あそじんじゃ"
W-195,web,1,1923,43584,2124,43760,201,176,22,"【肥後大津駅】
佐藤駅長
Googlemap"
W-196,web,1,870,43724,1430,43756,560,32,17,最寄り駅JR宮地駅から徒歩約15分
W-197,web,1,838,43852,1427,44188,589,336,72,"住所:熊本県阿蘇市一の宮町宮地3083-1電話:0967-22-0064
初穂料御朱印500円御朱印対応時間:9:00~17:00
ホームページ"
W-198,web,1,2067,44240,2278,44435,211,195,14,"御朱印書き(500円)
石社"
W-199,web,1,838,44652,1827,44963,989,311,102,"63八代宮
明治維新直後、征西大将軍懐良親王の御墓を八代に決定。明治天皇の思し召しにより創立が許可され、旧八代城址を社地として明治17年4月20日に御祭神、懐良親王の御鎮座大祭が斎行された。
やつしろぐう"
W-200,web,1,1939,44976,2124,45155,185,179,21,"【新八代駅】
平田駅長
Googlemap"
W-201,web,1,838,45116,1673,45468,835,352,87,"最寄り駅JR八代駅からバスで「八代宮前」下車すぐ
住所熊本県八代市松江城町7-34
電話:0965-35-2448
初穂料御朱印500円
御朱印対応時間:8:30~15:30"
W-202,web,1,2144,45760,2246,45820,102,60,10,"御朱印
(500円)"
W-203,web,1,1814,46144,2022,46208,208,64,3,鹿児島
W-204,web,1,838,46339,1827,46646,989,307,90,"64諏訪神社
国の重要伝統的建造物群地区に選定されている出水麓武家屋敷群内に位置武功守護の神社として、また御子神が十九神あることから子宝安産の神様としての信仰が厚い。
すわじんじゃ"
W-205,web,1,1948,46659,2121,46828,173,169,20,"【出水駅】
川畑駅長
Googlemap"
W-206,web,1,1007,46802,1287,46822,280,20,18,"JR出水駅から徒歩約20分
最寄り駅"
W-207,web,1,838,46928,1347,47232,509,304,71,"住所鹿児島県出水市麓町13-38
0996-63-3340
初穂料御朱印500円御朱印対応時間:8:00~17:00
※不定期に不在の場合あり"
W-208,web,1,2012,47360,2361,47507,349,147,22,"目
御朱印直書きと書置き両方(500円)
日"
W-209,web,1,838,47724,1827,47987,989,263,73,"65建部神社
鹿児島中央駅にも程近く、天気の良い日は鳥居越しに桜島の姿を望むことができる。(御祭神佞武命大国主大神)
特別
御朱印
たけべじんじゃ"
W-210,web,1,1907,48051,2128,48230,221,179,23,"【鹿児島中央駅】
杉谷駅長
Googlemap"
W-211,web,1,1032,48200,1357,48218,325,18,20,最寄り駅JR鹿児島中央駅から徒歩約17分
W-212,web,1,838,48316,1520,48537,682,221,72,"住所鹿児島県鹿児島市武3-26-5
電話:099-258-1466
初穂料特別御朱印300円御朱印300円
御朱印対応時間:9:00~17:00"
W-213,web,1,2643,48492,2835,48902,192,410,18,"建部神社
書置き(300円)
御朱印"
W-214,web,1,2092,48838,2284,48899,192,61,15,"特別御朱印
書置き(300円)"
W-215,web,1,838,49116,1827,49427,989,311,109,"66谷山神社
足利尊氏と共に鎌倉幕府を倒した後醍醐天皇の第九皇子である懐良親王が御祭神の旧県社。展望台からは、鹿児島市街地を一望でき、鹿児島のパワースポットとして多くの方に愛されている。
特別
御朱印
たにやまじんじゃ"
W-216,web,1,1945,49440,2118,49619,173,179,21,"【谷山駅】
田
原駅長
Googlemap"
W-217,web,1,870,49577,1459,49616,589,39,19,"JR慈眼寺駅から徒歩約15分
最寄り駅"
W-218,web,1,2508,49587,2723,49625,215,38,7,神社からの風景
W-219,web,1,838,49763,1427,50080,589,317,75,"住所鹿児島県鹿児島市下福元町3786-3電話:099-268-8344
初穂料特別御朱印1,500円御朱印対応時間:9:00~17:00
ホームページ"
W-220,web,1,2105,50291,2294,50352,189,61,16,"特別御朱印
置き(1,500円)"
W-221,web,1,2614,50284,2870,50390,256,106,29,"指宿枕崎線なのはな号特別切り絵御朱印書置き(1,000円)"
W-222,web,1,838,50604,1830,50912,992,308,109,"さつまぎおんぐうやさかじんじゃ67薩摩祇園宮八坂神社
鹿児島五社の一つで、素盞嗚尊と奇稲田姫命が祀られている。境内には例大祭「おぎおんさぁ」の神輿が展示され、参道からは高麗橋と桜島の美しい景色が楽しめる。
特別
御朱印"
W-223,web,1,1939,50921,2121,51097,182,176,20,"【鹿児島駅】崎村駅長
Googlemap"
W-224,web,1,870,51065,1456,51100,586,35,18,最寄り駅JR鹿児島駅から徒歩約10分
W-225,web,1,838,51193,1516,51619,678,426,87,"住所:鹿児島県鹿児島市清水町26-1
電話:099-247-1464
初穂料特別御朱印500円御朱印500円御朱印対応時間:9:00~17:00
※不定休
Instagram"
W-226,web,1,2128,51712,2284,51772,156,60,12,"特別御朱印
(500円)"
W-227,web,1,2537,51712,2966,51776,429,64,21,"御朱印
書き書置きの場合あり)(500円)"
W-228,web,1,886,52230,1315,52294,429,64,21,"御朱印
書き書置きの場合あり)(500円)"
W-229,web,1,838,52512,1830,52819,992,307,107,"かごしまじんぐう
68鹿児島神宮
御祭神は海幸山幸の神話で知られる彦火火出見尊。1756年に再建された社殿は九州最大級の大きさを誇り、2022年には国の重要文化財に指定。龍の彫刻や天井の植物絵は必見だ。
特別御朱印"
W-230,web,1,1948,52860,2124,53036,176,176,19,"【隼人駅】坂本駅長
Googlemap"
W-231,web,1,870,53001,1427,53033,557,32,17,最寄り駅JR隼人駅から徒歩約15分
W-232,web,1,838,53126,1548,53433,710,307,82,"住所鹿児島県霧島市隼人町内2496-1
電話:0995-42-0020
初穂料特別御朱印1,000円御朱印500円御朱印対応時間:8:00~16:30
ホームページ"
W-233,web,1,2044,53296,2105,53564,61,268,6,•鹿兒島神宮
W-234,web,1,2838,53292,2886,53558,48,266,6,◎鹿兒島神宮
W-235,web,1,2505,53580,2848,53705,343,125,18,"特別御朱印書置き(1,000円)
S"
W-236,web,1,2128,53648,2297,53715,169,67,14,"特別御朱印
(1,000円)"
W-237,web,1,940,53798,1260,54227,320,429,28,"合和八年十月十七日
御朱印
書きと書置き両方(500円)"
W-238,web,1,838,54547,2124,55660,1286,1113,274,"いまやまはちまんぐう69今山八幡宮
宮崎県北総鎮守今山八幡宮は、2月10日、11日に行われる「延岡+日えびす」や6月30日に行われる水無月大祓祭、毎年多くの方がご参拝くださいます。自然と神聖なる空気に包まれ、忙しい日常にホッと一息つく心の故郷、そのような癒しの空間を味わいに、ぜひお気軽にいらしてください。
最寄り駅JR延岡駅から徒歩約10分
住所:宮崎県延岡市山下町1-3875
電話:0982-21-4525
初穂料特別御朱印500円御朱印500円御朱印対応時間:8:30~17:00
Instagram
/特別御朱印
宮崎
Googlemap"
W-239,web,1,1955,55062,2083,55132,128,70,10,"【延岡駅】
菊池駅長"
W-240,web,1,2604,55542,2790,55926,186,384,19,"分如六十二月1日
御朱印
(500円)"
W-241,web,1,1987,55750,2387,55929,400,179,25,"特別御朱印
手書きしたものを書置(500円)
岡駅"
W-242,web,1,838,56140,1833,57062,995,922,262,"いまやまだいし70今山大師
1839年(天保10年)延岡の地で疾病が猛威を振るいました。そこで延岡城下の大師信徒たちが高野山金剛峰寺(こんごうぶじ)まで行き、弘法大師座像(現在の本尊)を勧請(かんじょう)して「家内安全」「息災延命」「五穀豊穣」「商工発展」の祈願のために大師庵を経てたことが縁起となっています。
最寄り駅JR延岡駅から徒歩約15分
住所:宮崎県延岡市山下町2-3998
電話:0982-32-5290
初穂料特別御朱印500円御朱印500円御朱印対応時間:9:00~16:00
ホームページ
(特別)
御朱印"
W-243,web,1,1945,56467,2118,56665,173,198,19,"【延岡駅】菊池駅長
Googlemap"
W-244,web,1,2041,57276,2336,57337,295,61,16,"特別御朱印
手書き置(500円)"
W-245,web,1,2694,57273,2790,57334,96,61,10,"御朱印
(500円)"
W-246,web,1,835,57555,1833,58563,998,1008,244,"71都農神社
格式の高い「日向国一之宮」に位置付けられたパワースポット。鎮守の森に囲まれた境内は、神秘的で厳かな雰囲気。病気平癒をはじめ、縁結び、子孫繁栄、家内安全、商売繁盛などのご利益があるとされている。
最寄り駅JR都農駅から徒歩約20分
住所:宮崎県児湯郡都農町川北13294
電話:0983-25-3256
初穂料特別御朱印500円御朱印500円御朱印対応時間:9:00~16:30
※特別御朱印は4色からお客さまにお選びいただけます。
ホームページ
√特別
御朱印
つのじんじゃ"
W-247,web,1,1945,57875,2121,58054,176,179,19,"【宮崎駅】梶尾駅長
Googlemap"
W-248,web,1,2128,58656,2281,58723,153,67,12,"特別御朱印
(500円)"
W-249,web,1,2678,58665,2828,58726,150,61,12,"特別御朱印
(500円)"
W-250,web,1,1027,59177,1184,59241,157,64,12,"特別御朱印
(500円)"
W-251,web,1,1577,59177,1731,59241,154,64,12,"特別御朱印
(500円)"
W-252,web,1,2012,59180,2358,59241,346,61,19,"御朱印
直書きと書置き両方(500円)"
W-253,web,1,841,59456,1827,59769,986,313,103,"72宮崎神宮
日向の名材狭野杉を用いた神明流造の社殿には初代天皇神武天皇が祀られている。御神殿などが国の登録有形文化財となり、神社を取り囲む広大な森は市民の憩いの場である。
/特別
御朱印
みやざきじんぐう"
W-254,web,1,1945,59782,2121,59958,176,176,20,"【宮崎駅】
梶尾駅長
Googlemap"
W-255,web,1,870,59923,1491,59952,621,29,19,最寄り駅JR宮崎神宮駅から徒歩約10分
W-256,web,1,838,60048,1520,60576,682,528,84,"住所:宮崎県宮崎市神宮2-4-1
電話:0985-27-4004
初穂料特別御朱印300円御朱印300円御朱印対応時間:8:00~17:00
ホームページ
ホームページ"
W-257,web,1,2144,60198,2243,60700,99,502,6,宮崎神宮神宮
W-258,web,1,2627,60169,2790,60697,163,528,8,"宮崎神寧神实
月"
W-259,web,1,2012,60755,2364,60822,352,67,22,"「特別御朱印
直書きと書置き両方(300円)"
W-260,web,1,2563,60761,2908,60822,345,61,19,"御朱印
直書きと書置き両方(300円)"
W-261,web,1,838,61033,1830,61350,992,317,101,"あおしまじんじゃ
73青島神社
鬼の洗濯板と呼ばれる奇岩が広がる青島全体が境内地。神話で知られる彦火火出見命を祭神とし、豊玉姫命塩筒大神の三神が祀られ、緑
結びの社として親しまれている。
/特別
御朱印"
W-262,web,1,1939,61363,2118,61536,179,173,21,"【南宮崎駅】
石井駅長
Googlemap"
W-263,web,1,870,61497,1427,61539,557,42,18,"JR青島駅から徒歩約15分
最寄り駅"
W-264,web,1,838,61628,1584,61936,746,308,82,"住所:宮崎県宮崎市青島2-13-1
電話:0985-65-1262
初穂料特別御朱印1,000円御朱印1,000円御朱印対応時間:8:00~17:00
ホームページ"
W-265,web,1,1952,61942,1971,61974,19,32,1,A
W-266,web,1,2128,62150,2297,62211,169,61,14,"特別御朱印
(1,000円)"
W-267,web,1,2630,62150,2841,62214,211,64,15,"御朱印
書置き(1,000円)"
W-268,web,1,3728,62396,3763,62441,35,45,1,>
W-269,web,1,1484,62556,2348,62588,864,32,49,Copyright©KyushuRailwayCompany.AllRightsReserved.
P-001,pdf,1,293,329,1751,2460,1458,2131,888,"おトクなきっぷで
九州の寺社めぐりをしよう!
特別御朱印
JR九州の
JR九州の駅長がおすすめする対象の寺社に特別御朱印と初穂料を納めると、九州寺社めぐり限定の特別御朱印がいただけます。
JR九州普通・快速列車
数量限定!特別御朱印帳
特別與朱印
ぐるっと九州
連続する3日間
寺社めぐりきっぷ
乗り放題
特別御印帳付
[JR九州のみどりの窓口]17,000円[JR九州インターネット列車予約]15,500円
します。が必要になります。
JR九州普通・快速列車
特別御朱印
ぐるっと九州
連続する3日間
5枚
乗り放題
寺社めぐりきっぷ
[JR九州インターネット列車予約]14,300円いたしません。
■発売期間:2025年1月27日(月)~10月29日(水)■ご利用期間:2025年2月1日(土)~10月31日(金)■有効期間:ご利用開始日から連続する3日間JRになれます。
○JR九
「JR九州
予行JR
対する等が別途必要
インターは、
ネット予約
です。
さらに!2025年4月1日より、九州の鉄道の普通快速列車1日乗り放題が3回(人)分利用できる特別御朱印の「旅名人の九州満寺社めぐりきっぷ"
P-002,pdf,1,2574,378,3026,786,452,408,19,"駅長がおすすめする寺社を紹介!
[九州"
P-003,pdf,1,2594,1030,3059,1478,465,448,4,"ぐ社
り"
P-004,pdf,1,2867,1401,3018,1523,151,122,15,"2.1(+)
10.31(+)"
P-005,pdf,1,1576,2293,1731,2521,155,228,14,"詳しくはこちら
024000"
P-006,pdf,1,2725,2427,3373,3271,648,844,47,"03菅原神社
りすの時代古くから下町神として、などの集めている
JRレール駅徒歩町1-6
JR"
P-007,pdf,1,207,3034,1376,4460,1169,1426,175,"JR九州の駅長がおすすめする九州の寺社
九州
寺社めぐり2025年2月1日(土)~10月31日(金)
九州には日本に伝わる神話や伝説が多く歴史を持つ寺社があります。
日本の歴史や文化に触れてはいかがでしょうか。参拝した後は「御」をいただきご縁が結ばれた証を持ち帰りましょう。
長類
福岡県
長助劑
福岡県
|鹿児島用
[美平神社]
一宮神社
日本神社"
P-008,pdf,1,2028,3026,2484,3234,456,208,29,"02布神社
す
伐したことから
JR「和神社前」下車、徒歩"
P-009,pdf,1,2045,3633,2533,3865,488,232,46,"04小倉祗園八坂神社
1
しみを込めて」とも呼ばれている。
JR西小倉駅から徒歩5分
2-2"
P-010,pdf,1,2871,3645,3385,3870,514,225,35,"05正八幡宮
としてを深めている。
JR駅から徒歩約5分
-1
る人々"
P-011,pdf,1,378,3967,521,4187,143,220,19,"町西河神社
八坂神
2八幡宮
春日神社"
P-012,pdf,1,647,3963,721,4085,74,122,6,"STRE
駅"
P-013,pdf,1,2045,4236,2550,4468,505,232,36,"06風治八幡宮
どの
JR田川伊田駅から徒歩約1分
2-30
えられる。"
P-014,pdf,1,2859,4236,3197,4472,338,236,37,"07平等寺(三井寺)
JR川駅から徒歩約15分福岡県田川市伊田2704-1"
P-015,pdf,1,635,4477,892,4717,257,240,14,"駅
駅
熊本県
GRAERS"
P-016,pdf,1,2998,4301,3389,4350,391,49,13,"だまれている。
なお地蔵様"
P-017,pdf,1,1083,4570,1808,5067,725,497,50,"は
ください
などに「関の守
としてきた。
約12分
1-7-18
01甲八幡宮
に
詳しくはこちら"
P-018,pdf,1,2028,4843,2660,5153,632,310,42,"08春日神社7750
JR田川後藤寺駅から徒歩約8分]
市町6-13
では、
畏神冰"
P-019,pdf,1,2908,4827,3654,5393,746,566,31,"|多賀神社
JR駅から徒歩約7分
701
C
イメージです。2"
P-020,pdf,1,203,5031,879,5344,676,313,29,"鹿児島神宮
宮崎神宮
青島神社
[佐駕照
本人駅
神社
A"
P-021,pdf,1,244,5817,696,6016,452,199,21,"10神社
したがる。
JR駅約5分
ためら"
P-022,pdf,1,1071,5825,1605,6053,534,228,32,"鍵相八幡宮
しまれている。記したもの
JR駅から徒歩約5分2-3"
P-023,pdf,1,2049,5821,2448,6049,399,228,22,"18宮地神社
光
JR約30分
7-1
しい"
P-024,pdf,1,2880,5825,3189,6049,309,224,27,"19香椎宮
JR香椎神宮駅から徒歩約4分
4-16-1"
P-025,pdf,1,293,6416,594,6656,301,240,40,"|登山八幡神社
としても知られる
JR八幡駅から徒歩約5分
市東区の町4-4-1"
P-026,pdf,1,635,6424,778,6505,143,81,12,"[特別あり]
2003年"
P-027,pdf,1,1091,6424,1425,6652,334,228,28,"13春日神社
JR駅から徒歩約10分
藤田1-10-44"
P-028,pdf,1,2045,6428,2317,6652,272,224,16,"20宇美八幡宮
JR
1-1-1"
P-029,pdf,1,2904,6424,3377,6652,473,228,36,"補陀洛寺
キー・
としてのシーズンが訪れる。
JR歩約3分
-12-40"
P-030,pdf,1,1641,6623,1772,6852,131,229,14,"[崎駅園上駅員
「神神
社社"
P-031,pdf,1,244,7019,574,7255,330,236,21,"14岡田宮
多くの
JR約7分
開町1-1"
P-032,pdf,1,1091,7006,1600,7251,509,245,45,"15一宮神社
運のご利益を伝えられ
されている。
JR駅から徒歩約15分
区山町12-36"
P-033,pdf,1,2028,7006,2562,7251,534,245,38,"22崎宮
としても有名で地元プ
JR駅から徒歩約8分1-22-1
運の神
1"
P-034,pdf,1,2855,7014,3385,7251,530,237,51,"23十日恵比須神社
「えび
では、並び、全国からも
多くの人がれる
なん
JR駅から徒歩約5分
7-1"
P-035,pdf,1,260,7621,769,7854,509,233,48,"16日神社
したのがされる
現在では「人生における
JR「学校下車徒歩8分
九州市八幡
「あり」"
P-036,pdf,1,1087,7617,1592,7809,505,192,32,"17寺
JR東駅からバスで「宗像大社前」下車徒歩約17分
日本で"
P-037,pdf,1,2024,7621,2403,7854,379,233,27,"24一之宮住吉神社
シティ」は、
JR博
3-1-51"
P-038,pdf,1,2871,7613,3112,7703,241,90,11,"25太郎丸神社
しても"
P-039,pdf,1,3087,7784,3299,7850,212,66,12,"たろ」下車徒
2-7-1"
P-040,pdf,1,260,8595,631,8831,371,236,24,"26櫻井神社
JRバスで「桜井」下車、
4227"
P-041,pdf,1,1091,8595,1503,8795,412,200,15,"雷山千如寺大王院
JRで下車徒"
P-042,pdf,1,2028,8599,2529,8835,501,236,30,"34神社
BROW
JR神社前」下車徒歩すぐ
2-10-43"
P-043,pdf,1,2900,8603,3091,8831,191,228,17,"唐津神社
JR駅から徒歩
3-13"
P-044,pdf,1,2419,8689,2680,9047,261,358,17,"アームストロング
念佐今
社
一ノ"
P-045,pdf,1,236,9206,765,9434,529,228,57,"二日市八幡宮
神として
されていちょう)に
とされ、すると一面を上げる。
JR二日市駅から徒歩約5分
3-6-35"
P-046,pdf,1,1071,9194,1596,9434,525,240,60,"29全国総本宮水天宮
す
としてまたどることでも知られる。
JR久留米駅から徒歩約10分
福岡県久留米市瀬下町265-1"
P-047,pdf,1,2028,9206,2342,9389,314,183,35,"36大江神大神宮
331(大学3年)
上げたたられてきた
JR約25分"
P-048,pdf,1,2876,9194,3201,9434,325,240,28,"|武雄神社
集めている。
JR駅から徒歩約25分5327"
P-049,pdf,1,3201,9267,3385,9316,184,49,11,"一つ、
がある。千年の"
P-050,pdf,1,256,9797,769,9992,513,195,35,"30水田天満宮
神社である本があり
JR歩約20分
しまれているとした"
P-051,pdf,1,1067,9797,1600,10037,533,240,46,"31下庄八幡神社
2011年、子供
ごじょう)の本
JR駅から徒歩約15分
高町下庄1397"
P-052,pdf,1,2040,9805,2432,10029,392,224,32,"38玉神社
JR野温泉駅から徒歩約25分
大学2231-2
人気"
P-053,pdf,1,2692,9805,3393,10033,701,228,43,"39神社
などがされることでも有名JR駅徒歩約10分
町2-5-1
種」とし
野外
野"
P-054,pdf,1,256,10392,765,10595,509,203,28,"32大田神社
村人が
JR大牟田駅10
京都
れている。"
P-055,pdf,1,1067,10392,1438,10632,371,240,41,"33八坂神社
12
により
であるが奉納される。
JRから徒歩約15分
1-867"
P-056,pdf,1,2040,10404,2358,10591,318,187,23,"40亀山八幡宮
として
JR歩約35分
として"
P-057,pdf,1,2847,10400,3613,10958,766,558,39,"|41福石観音清
だ
さて
JR
24-5
よるに写
100
はイメージです。"
P-058,pdf,1,1605,10701,1666,10848,61,147,4,八坂神社
P-059,pdf,1,256,11386,427,11573,171,187,7,"42天宮
JR"
P-060,pdf,1,403,11475,749,11524,346,49,10,"村氏が歌
におされる"
P-061,pdf,1,1071,11390,1523,11577,452,187,41,"43富松神社
を受け、「とんまつさん」神
駅から徒歩約10分
を名乗ったことから、"
P-062,pdf,1,2040,11386,2562,11614,522,228,22,"50
た
JR中
がそびえに入行した平昌
1"
P-063,pdf,1,2855,11382,3263,11606,408,224,44,"51宇佐神宮
全国4万社余りの八幡受
JRバスで約10分
2
されて1300年を迎える。"
P-064,pdf,1,256,11988,765,12213,509,225,54,"44大村神社
サクラとして親しまれる。
JR駅からバスで「大村市役所」下車、徒歩約10分
1-34-34
1"
P-065,pdf,1,1083,11972,1405,12217,322,245,28,"45館山稲荷神社
JR駅から徒歩約20分
1・1
守をち"
P-066,pdf,1,2032,11984,2456,12176,424,192,47,"52八幡竈門神社
全国的にも珍しい
空調のあるなど見どころも多い。
JR亀川駅から徒歩約20分"
P-067,pdf,1,2871,11968,3377,12217,506,249,40,"SELAL
53春神社
JR大分駅から徒歩約20分
4-87
ありながらである。"
P-068,pdf,1,1124,12583,1466,12775,342,192,35,"高城神社
れた。
として、現在も多くの参拝者がある。
駅から徒歩約7分"
P-069,pdf,1,2028,12583,2558,12815,530,232,37,"54上野若宮八幡社
JR大分駅徒歩約15分
大分市上野町
1
大友氏ゆかり"
P-070,pdf,1,293,12587,554,12811,261,224,27,"諫早神社(九州空港
JR駅から徒歩約7分
都町1-12"
P-071,pdf,1,2880,12587,3242,12811,362,224,34,"大原八幡宮
80年に
で、している。|JR駅徒歩約10分
2-104"
P-072,pdf,1,692,12848,883,12962,191,114,3,゜はじ
P-073,pdf,1,244,13178,749,13418,505,240,65,"48西大社諏訪神社
西大社とえられる上
としてされている神くんろ」
日本
JR駅から電車で「神社」下車、徒歩すぐ
長崎県長崎市上山"
P-074,pdf,1,1079,13158,1576,13406,497,248,30,"49神社
JR駅からバスで「ロープウェイ前下車、徒歩すぐ
-"
P-075,pdf,1,1099,13276,1605,13292,506,16,7,した二つ出され
P-076,pdf,1,2028,13194,2550,13374,522,180,27,"56
1616ス
しまれて
と
JR駅から徒歩約20分"
P-077,pdf,1,2855,13178,3613,13740,758,562,35,"57福島天満宮
言い伝えから
JR駅から徒歩約5分
大
イメージです。"
P-078,pdf,1,240,14156,769,14404,529,248,32,"58八坂神
1-1000Ch
|JR駅から徒歩約15分
大分
市"
P-079,pdf,1,1087,14160,1706,14392,619,232,33,"59五所神社
JR駅から徒歩約10分
194
いる。
感じるが
駅"
P-080,pdf,1,2032,14164,2358,14396,326,232,25,"66神社
JR
鹿児島県鹿児島市下福元町784-3"
P-081,pdf,1,2871,14168,3238,14392,367,224,36,"67薩摩祇園八坂神社
一つ「お
しが楽しめる。
JR約10分
町26-1"
P-082,pdf,1,264,14759,721,14995,457,236,31,"|肥後國聽填護北國神社H
めるから
でられる
本日1-8-16"
P-083,pdf,1,1087,14767,1409,14995,322,228,30,"61大津日吉神社
JR肥後大津駅から徒歩約10分
184-1"
P-084,pdf,1,2045,14759,2342,14995,297,236,27,"68鹿児島神宮
JR隼人駅から徒歩約15分
人町9-1"
P-085,pdf,1,2900,14767,3173,15056,273,289,36,"今山八幡宮
いらしてください。
JR駅から徒歩約10分
山下町13875"
P-086,pdf,1,1605,15027,1662,15211,57,184,4,日吉神社
P-087,pdf,1,244,15357,839,15802,595,445,34,"2神社
紀元前と伝えられており、
00
日本。
JR
083-1
社"
P-088,pdf,1,1083,15357,1600,15594,517,237,45,"63Aft
の思し召しにより地として明
JR八代駅からバスで「八代宮前」下車すぐ
7-34"
P-089,pdf,1,2040,15357,2554,15618,514,261,57,"70今山大師
のんごうぶじ)ま
かんじょう)して「
ために
てたことが起となっています。JR駅から徒歩約10分
そ"
P-090,pdf,1,2867,15353,3572,15863,705,510,53,"71神社
に囲まれた方は、気
JR駅から徒歩約20分
をはじめ、
があるとされている。
1329
ただます"
P-091,pdf,1,240,15924,562,16197,322,273,39,"鹿児島
64諏訪神社
ことから安産の神
JR約20分
鹿児島県出水市13-38"
P-092,pdf,1,1087,15952,1466,16193,379,241,28,"65神社
JR鹿児島中央駅から徒歩約17分
3-24-5"
P-093,pdf,1,2028,15944,2558,16193,530,249,49,"APERCATS72宮崎神宮
が祀られている
JR駅から徒歩約10分宮崎県宮崎市神宮2-4-1
神"
P-094,pdf,1,2855,15969,3613,16518,758,549,47,"73青島神社
と呼ばれる
知られる
JR
2-13-1
として親しまれている。
イメージです。"
